1	0	0	0	1	0.486002	0.465401	0.0211249	0.576924	0.55968	0.0189433	8.28143	0.34758	2941.84	181.937	3537.78	190.844	0.310874	56.7568	66	28.0744	0.0476014
1	0	0	1	1	0.505297	0.485516	0.0200971	0.585444	0.568458	0.0175941	7.72994	0.215089	3285.23	163.95	3846.46	160.22	0.295667	55.6757	66	28.0513	0.04744
1	0	0	2	1	0.513858	0.494419	0.0204379	0.606049	0.589657	0.0171761	7.55947	0.371675	3415.61	219.517	4073.55	232.948	0.321318	55.6757	66	28.0078	0.0581889
1	0	0	3	1	0.538722	0.520213	0.0194622	0.624413	0.608516	0.016474	7.46141	0.325522	3626.53	208.635	4242.12	218.087	0.315707	55.6757	66	27.8963	0.0723606
1	0	1	0	1	0.499059	0.47902	0.0206494	0.5741	0.556768	0.0223849	15.0029	0.172208	1671.45	74.6644	1942.73	81.355	0.283779	56.2162	66	28.0755	0.0654946
1	0	1	1	1	0.525882	0.506905	0.0197658	0.600999	0.584466	0.0225322	14.6842	0.247332	1807.6	76.8418	2084.18	87.7561	0.290943	55.6757	66	28.0828	0.048327
1	0	1	2	1	0.531269	0.512491	0.0201074	0.61406	0.597888	0.0167797	14.195	0.421493	1880.98	92.6319	2194.41	89.7704	0.307933	55.6757	66	27.9413	0.0573025
1	0	2	0	1	0.226189	0.177655	0.0860967	0.638291	0.622748	0.0165884	44.4156	0.493973	209.199	101.411	733.322	21.1998	0.59687	56.2162	66	28.0499	0.0443868
1	0	2	1	1	0.828758	0.816848	0.0198598	0.913737	0.902948	0.0380283	43.6939	0.399966	978.111	25.441	1081.21	46.6196	0.384804	55.6757	66	28.0596	0.0358543
1	0	2	2	1	0.875996	0.864737	0.0184333	0.930888	0.9203	0.0212087	43.6894	0.651547	1033.49	26.9374	1099.9	30.2432	0.314932	55.6757	66	28.0036	0.04478
1	0	3	0	1	0.226189	0.177655	0.0860967	0.965535	0.955331	0.0206533	65.7588	0.62703	141.252	68.4693	759.577	18.0801	0.938667	56.2162	66	28.0405	0.0806783
1	0	3	1	1	1.01739	1.00772	0.0346104	1.06876	1.05955	0.0489941	64.3735	0.901278	819.044	30.4423	861.176	41.6584	0.327355	55.6757	66	28.0602	0.0677765
1	0	3	2	1	1.09282	1.08382	0.0388313	1.16435	1.1559	0.0468735	64.3975	0.895387	877.695	33.8	936.069	40.194	0.401804	55.6757	66	27.9686	0.0686936
1	0	3	3	1	1.09097	1.08195	0.016055	1.18497	1.17667	0.0228572	63.6196	1.56557	885.408	25.4799	962.924	30.2257	0.462537	55.6757	66	27.9217	0.0431349
1	0	4	0	1	1.06333	1.05407	0.0493546	1.12196	1.11319	0.0618519	87.595	0.946344	627.769	30.1908	662.981	37.5488	0.35796	56.2162	66	27.9785	0.0542381
1	0	4	1	1	1.26825	1.2605	0.0634889	1.31551	1.30804	0.0747835	86.0899	0.850281	765.268	39.2941	794.13	46.0885	0.34944	55.6757	66	28.031	0.0397109
1	0	4	2	1	1.34038	1.33305	0.0710661	1.40497	1.39798	0.0483851	84.7073	0.883781	823.798	44.7983	863.921	31.3052	0.421087	55.6757	66	28.0743	0.0705109
1	0	4	3	1	1.33999	1.33266	0.0381023	1.43788	1.43105	0.044018	82.7314	1.21924	837.901	27.0191	899.761	30.7568	0.521452	55.6757	66	27.897	0.0634308
1	0	5	0	1	1.43956	1.43274	0.0517019	1.47613	1.46948	0.061203	131.295	0.925523	570.864	21.0379	585.504	24.7758	0.326547	56.2162	66	28.0562	0.070012
1	0	5	1	1	1.77574	1.77022	0.0729333	1.78178	1.77627	0.137712	126.655	1.66547	730.611	31.6227	733.11	57.6627	0.14655	55.6757	66	28.0347	0.0486534
1	0	5	2	1	1.88588	1.88067	0.0701461	1.99559	1.99068	0.0988227	124.319	1.37809	788.177	30.706	834.278	42.4662	0.652576	55.6757	66	27.9422	0.0537138
1	0	5	3	1	1.81061	1.80519	0.0762321	1.94719	1.94215	0.068057	119.835	2.86226	783.211	38.031	842.634	35.7746	0.716408	55.6757	66	27.8839	0.0560162
1	0	6	0	1	1.81459	1.80918	0.0801231	1.88843	1.88324	0.166811	174.314	1.16325	542.458	24.3312	564.663	50.1767	0.522924	56.2162	66	28.0304	0.0685931
1	0	6	1	1	2.17311	2.1686	0.0698255	2.29188	2.2876	0.161632	168.922	1.86396	669.781	22.8349	706.536	50.5448	0.728215	55.6757	66	27.9804	0.0548207
1	0	6	2	1	2.4173	2.41324	0.125185	2.58832	2.58453	0.180996	167.494	3.71352	750.91	42.4092	804.21	59.1134	0.925244	55.6757	66	27.9512	0.0748448
1	0	6	3	1	2.31506	2.31082	0.0754579	2.49104	2.4871	0.059207	157.548	2.94723	763.757	28.7506	822.02	24.8987	0.919661	55.6757	66	27.9264	0.0250253
1	0	7	0	1	2.32026	2.31603	0.156332	2.44535	2.44134	0.153135	230.018	2.70693	525.971	36.0508	554.429	35.3977	0.772113	56.2162	66	28.0152	0.0502092
1	0	7	1	1	2.85971	2.85628	0.139638	3.00492	3.00166	0.206916	226.213	1.8754	658.141	32.6561	691.639	48.0372	0.92282	55.6757	66	27.9544	0.050385
1	0	7	2	1	3.35138	3.34846	0.147386	3.22873	3.2257	0.298346	219.461	5.37718	793.835	40.0199	764.731	73.1852	-0.898364	55.6757	66	27.9034	0.0541713
1	0	7	3	1	2.97589	2.97259	0.0650672	3.12884	3.12571	0.09771	203.382	3.12053	761.761	20.3894	800.999	27.9145	0.96631	55.6757	66	27.9518	0.0383726
1	1	0	0	1	0.472891	0.451692	0.0213984	0.563392	0.545721	0.0229125	8.27344	0.0978262	2849.18	139.278	3442.3	150.366	0.306244	56.2162	66	27.9884	0.0656093
1	1	0	1	1	0.503914	0.484075	0.020383	0.582793	0.565727	0.0191484	7.72216	0.298681	3276.76	187.394	3829.47	196.881	0.292777	55.6757	66	28.034	0.0345458
